Array Size,Key comparisons,Execution time 
595000,9624234,0.220000
596000,9640704,0.227000
597000,9657119,0.219000
598000,9673865,0.219000
599000,9692376,0.218000
600000,9709249,0.215000
601000,9725757,0.216000
602000,9744300,0.220000
603000,9760003,0.218000
604000,9777830,0.218000
605000,9794544,0.220000
606000,9812156,0.216000
607000,9829399,0.218000
608000,9845397,0.222000
609000,9862973,0.227000
610000,9880131,0.219000
611000,9897328,0.220000
612000,9914118,0.220000
613000,9931886,0.219000
614000,9948148,0.220000
615000,9965504,0.220000
616000,9983005,0.227000
617000,9999599,0.231000
618000,10017328,0.228000
619000,10033676,0.226000
620000,10050894,0.225000
621000,10068109,0.226000
622000,10086246,0.227000
623000,10103379,0.234000
624000,10118352,0.230000
625000,10136634,0.227000
626000,10153311,0.234000
627000,10170787,0.228000
628000,10187242,0.227000
629000,10204982,0.228000
630000,10222826,0.230000
631000,10238978,0.227000
632000,10256569,0.231000
633000,10272126,0.228000
634000,10290788,0.242000
635000,10307450,0.251000
636000,10324800,0.234000
637000,10342015,0.231000
638000,10358590,0.231000
639000,10374143,0.231000
640000,10391821,0.242000
641000,10409580,0.237000
642000,10426886,0.254000
643000,10444629,0.252000
644000,10460870,0.242000
645000,10478658,0.238000
646000,10494170,0.239000
647000,10512275,0.233000
648000,10530268,0.232000
649000,10545741,0.233000
650000,10563497,0.230000
651000,10580797,0.237000
652000,10596595,0.238000
653000,10615154,0.238000
654000,10630667,0.235000
655000,10648435,0.240000
656000,10665554,0.254000
657000,10684014,0.247000
658000,10700912,0.235000
659000,10716970,0.239000
660000,10734822,0.236000
661000,10751675,0.236000
662000,10769959,0.239000
663000,10785663,0.238000
664000,10803293,0.239000
665000,10820817,0.238000
666000,10837587,0.238000
667000,10854749,0.249000
668000,10871274,0.241000
669000,10888168,0.240000
670000,10906156,0.246000
671000,10924442,0.239000
672000,10940625,0.244000
673000,10958746,0.245000
674000,10974145,0.240000
675000,10991875,0.244000
676000,11009111,0.246000
677000,11026224,0.252000
678000,11043274,0.250000
679000,11060484,0.246000
680000,11078809,0.249000
681000,11094444,0.263000
682000,11111670,0.244000
683000,11129352,0.244000
684000,11146041,0.245000
685000,11162186,0.245000
686000,11180216,0.246000
687000,11196843,0.247000
688000,11214895,0.248000
689000,11231974,0.254000
690000,11249221,0.248000
691000,11266424,0.246000
692000,11283344,0.254000
693000,11300297,0.250000
694000,11316274,0.250000
695000,11334686,0.254000
696000,11352848,0.252000
697000,11369212,0.251000
698000,11385463,0.253000
699000,11402812,0.249000
700000,11420420,0.254000
701000,11438365,0.252000
702000,11454562,0.255000
703000,11471974,0.255000
704000,11488481,0.252000
705000,11507142,0.251000
706000,11523474,0.255000
707000,11540494,0.257000
708000,11557651,0.254000
709000,11574439,0.261000
710000,11591578,0.255000
711000,11609109,0.255000
712000,11625957,0.255000
713000,11643339,0.255000
714000,11661081,0.265000
715000,11677373,0.265000
716000,11693866,0.260000
717000,11711881,0.256000
718000,11727905,0.259000
719000,11746624,0.257000
720000,11762669,0.262000
721000,11780501,0.263000
722000,11798271,0.260000
723000,11815062,0.259000
724000,11831965,0.257000
725000,11848132,0.267000
726000,11865321,0.261000
727000,11881773,0.266000
728000,11900728,0.263000
729000,11918389,0.265000
730000,11934339,0.263000
731000,11951884,0.262000
732000,11969517,0.264000
733000,11986011,0.266000
734000,12003808,0.265000
735000,12019747,0.263000
736000,12037729,0.275000
737000,12054484,0.273000
738000,12071546,0.267000
739000,12089338,0.263000
740000,12106247,0.270000
741000,12123356,0.271000
742000,12139818,0.272000
743000,12156501,0.269000
744000,12173331,0.268000
745000,12191170,0.267000
746000,12207836,0.282000
747000,12225953,0.267000
748000,12242802,0.277000
749000,12260013,0.271000
750000,12275745,0.273000
751000,12294813,0.267000
752000,12312023,0.274000
753000,12328945,0.289000
754000,12345987,0.276000
755000,12362692,0.277000
756000,12380241,0.280000
757000,12397582,0.275000
758000,12414453,0.275000
