Threshold Size,Key Comparisons,Elapsed Time
1,183835239,3.328000
2,183831301,3.180000
4,184841229,2.916000
8,186880648,2.831000
16,190147717,2.750000
32,206054173,2.705000
64,244965674,2.952000
128,331124565,3.454000
256,512094241,4.719000
512,884452069,7.382000
